"","Year","Type.of.Care","Daily.Rate","Sub.to.Index","Non.Weighted.Amount","Sumbitted.Required.Quality.Data","CBSA","Area","Wage.Index","Area.Type","CBSA.Rate"
"1991","2008","Continuous Home Care",788.86,542.03,246.83,NA,"7","Connecticut",1.249,"Rural",923.82547
"1992","2008","Continuous Home Care",788.86,542.03,246.83,NA,"8","Delaware",1.0352,"Rural",807.939456
"1993","2008","Continuous Home Care",788.86,542.03,246.83,NA,"10","Florida",0.9167,"Rural",743.708901
"1994","2008","Continuous Home Care",788.86,542.03,246.83,NA,"11","Georgia",0.8099,"Rural",685.820097
"1995","2008","Continuous Home Care",788.86,542.03,246.83,NA,"12","Hawaii",1.1145,"Rural",850.922435
"1996","2008","Continuous Home Care",788.86,542.03,246.83,NA,"13","Idaho",0.8661,"Rural",716.282183
"1997","2008","Continuous Home Care",788.86,542.03,246.83,NA,"14","Illinois",0.8875,"Rural",727.881625
"1998","2008","Continuous Home Care",788.86,542.03,246.83,NA,"15","Indiana",0.9107,"Rural",740.456721
"1999","2008","Continuous Home Care",788.86,542.03,246.83,NA,"16","Iowa",0.926,"Rural",748.74978
"2000","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17","Kansas",0.8531,"Rural",709.235793
"2001","2008","Continuous Home Care",788.86,542.03,246.83,NA,"18","Kentucky",0.8286,"Rural",695.956058
"2002","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19","Louisiana",0.8,"Rural",680.454
"2003","2008","Continuous Home Care",788.86,542.03,246.83,NA,"20","Maine",0.9006,"Rural",734.982218
"2004","2008","Continuous Home Care",788.86,542.03,246.83,NA,"21","Maryland",0.9521,"Rural",762.896763
"2005","2008","Continuous Home Care",788.86,542.03,246.83,NA,"22","Massachusetts",1.2438,"Rural",921.006914
"2006","2008","Continuous Home Care",788.86,542.03,246.83,NA,"23","Michigan",0.9666,"Rural",770.756198
"2007","2008","Continuous Home Care",788.86,542.03,246.83,NA,"24","Minnesota",0.9763,"Rural",776.013889
"2008","2008","Continuous Home Care",788.86,542.03,246.83,NA,"25","Mississippi",0.8254,"Rural",694.221562
"2009","2008","Continuous Home Care",788.86,542.03,246.83,NA,"26","Missouri",0.8456,"Rural",705.170568
"2010","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27","Montana",0.9163,"Rural",743.492089
"2011","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28","Nebraska",0.9256,"Rural",748.532968
"2012","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29","Nevada",0.954,"Rural",763.92662
"2013","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30","New Hampshire",1.1577,"Rural",874.338131
"2014","2008","Continuous Home Care",788.86,542.03,246.83,NA,"31","New Jersey",NA,"Rural",NA
"2015","2008","Continuous Home Care",788.86,542.03,246.83,NA,"32","New Mexico",0.8888,"Rural",728.586264
"2016","2008","Continuous Home Care",788.86,542.03,246.83,NA,"33","New York",0.8781,"Rural",722.786543
"2017","2008","Continuous Home Care",788.86,542.03,246.83,NA,"34","North Carolina",0.9161,"Rural",743.383683
"2018","2008","Continuous Home Care",788.86,542.03,246.83,NA,"35","North Dakota",0.8,"Rural",680.454
"2019","2008","Continuous Home Care",788.86,542.03,246.83,NA,"36","Ohio",0.9235,"Rural",747.394705
"2020","2008","Continuous Home Care",788.86,542.03,246.83,NA,"37","Oklahoma",0.8138,"Rural",687.934014
"2021","2008","Continuous Home Care",788.86,542.03,246.83,NA,"38","Oregon",1.0403,"Rural",810.703809
"2022","2008","Continuous Home Care",788.86,542.03,246.83,NA,"39","Pennsylvania",0.8875,"Rural",727.881625
"2023","2008","Continuous Home Care",788.86,542.03,246.83,NA,"41","Rhode Island",NA,"Rural",NA
"2024","2008","Continuous Home Care",788.86,542.03,246.83,NA,"42","South Carolina",0.9137,"Rural",742.082811
"2025","2008","Continuous Home Care",788.86,542.03,246.83,NA,"43","South Dakota",0.9045,"Rural",737.096135
"2026","2008","Continuous Home Care",788.86,542.03,246.83,NA,"44","Tennessee",0.8349,"Rural",699.370847
"2027","2008","Continuous Home Care",788.86,542.03,246.83,NA,"45","Texas",0.8496,"Rural",707.338688
"2028","2008","Continuous Home Care",788.86,542.03,246.83,NA,"46","Utah",0.8683,"Rural",717.474649
"2029","2008","Continuous Home Care",788.86,542.03,246.83,NA,"47","Vermont",1.0394,"Rural",810.215982
"2030","2008","Continuous Home Care",788.86,542.03,246.83,NA,"49","Virginia",0.8469,"Rural",705.875207
"2031","2008","Continuous Home Care",788.86,542.03,246.83,NA,"50","Washington",1.0947,"Rural",840.190241
"2032","2008","Continuous Home Care",788.86,542.03,246.83,NA,"51","West Virginia",0.8114,"Rural",686.633142
"2033","2008","Continuous Home Care",788.86,542.03,246.83,NA,"52","Wisconsin",1.019,"Rural",799.15857
"2034","2008","Continuous Home Care",788.86,542.03,246.83,NA,"53","Wyoming",0.9915,"Rural",784.252745
"2035","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27060","Ithaca, NY",1.059,"Urban",820.83977
"2036","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27100","Jackson, MI",1.0197,"Urban",799.537991
"2037","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27140","Jackson, MS",0.8822,"Urban",725.008866
"2038","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27180","Jackson, TN",0.9443,"Urban",758.668929
"2039","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27260","Jacksonville, FL",0.9776,"Urban",776.718528
"2040","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27340","Jacksonville, NC",0.878,"Urban",722.73234
"2041","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27500","Janesville, WI",1.0299,"Urban",805.066697
"2042","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27620","Jefferson City, MO",0.8888,"Urban",728.586264
"2043","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27740","Johnson City, TN",0.8579,"Urban",711.837537
"2044","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27780","Johnstown, PA",0.9195,"Urban",745.226585
"2045","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27860","Jonesboro, AR",0.8173,"Urban",689.831119
"2046","2008","Continuous Home Care",788.86,542.03,246.83,NA,"27900","Joplin, MO",0.9179,"Urban",744.359337
"2047","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28020","Kalamazoo-Portage, MI",1.1418,"Urban",865.719854
"2048","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28100","Kankakee-Bradley, IL",1.0755,"Urban",829.783265
"2049","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28140","Kansas City, MO-KS",1.0128,"Urban",795.797984
"2050","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28420","Kennewick-Richland-Pasco, WA",1.1033,"Urban",844.851699
"2051","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28700","Kingsport-Bristol-Bristol, TN-VA",0.9494,"Urban",761.433282
"2052","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28740","Kingston, NY",0.8517,"Urban",708.476951
"2053","2008","Continuous Home Care",788.86,542.03,246.83,NA,"28940","Knoxville, TN",0.9992,"Urban",788.426376
"2054","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29020","Kokomo, IN",1.0314,"Urban",805.879742
"2055","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29100","La Crosse, WI-MN",1.0054,"Urban",791.786962
"2056","2008","Continuous Home Care",788.86,542.03,246.83,NA,"16740","Charlotte-Gastonia-Concord, NC-SC",1.0191,"Urban",799.212773
"2057","2008","Continuous Home Care",788.86,542.03,246.83,NA,"16820","Charlottesville, VA",1.08,"Urban",832.2224
"2058","2008","Continuous Home Care",788.86,542.03,246.83,NA,"16860","Chattanooga, TN-GA",0.9545,"Urban",764.197635
"2059","2008","Continuous Home Care",788.86,542.03,246.83,NA,"16940","Cheyenne, WY",0.9644,"Urban",769.563732
"2060","2008","Continuous Home Care",788.86,542.03,246.83,NA,"16974","Chicago-Naperville-Joliet, IL",1.1468,"Urban",868.430004
"2061","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17020","Chico, CA",1.179,"Urban",885.88337
"2062","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17140","Cincinnati-Middletown, OH-KY-IN",1.0241,"Urban",801.922923
"2063","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17300","Clarksville, TN-KY",0.8998,"Urban",734.548594
"2064","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17420","Cleveland, TN",0.865,"Urban",715.68595
"2065","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17460","Cleveland-Elyria-Mentor, OH",1.0027,"Urban",790.323481
"2066","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17660","Coeur d'Alene, ID",0.9967,"Urban",787.071301
"2067","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17780","College Station-Bryan, TX",0.9648,"Urban",769.780544
"2068","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17820","Colorado Springs, CO",1.0348,"Urban",807.722644
"2069","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17860","Columbia, MO",0.9112,"Urban",740.727736
"2070","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17900","Columbia, SC",0.9529,"Urban",763.330387
"2071","2008","Continuous Home Care",788.86,542.03,246.83,NA,"17980","Columbus, GA-AL",0.8788,"Urban",723.165964
"2072","2008","Continuous Home Care",788.86,542.03,246.83,NA,"18020","Columbus, IN",0.9939,"Urban",785.553617
"2073","2008","Continuous Home Care",788.86,542.03,246.83,NA,"18140","Columbus, OH",1.0781,"Urban",831.192543
"2074","2008","Continuous Home Care",788.86,542.03,246.83,NA,"18580","Corpus Christi, TX",0.9135,"Urban",741.974405
"2075","2008","Continuous Home Care",788.86,542.03,246.83,NA,"18700","Corvallis, OR",1.2316,"Urban",914.394148
"2076","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19060","Cumberland, MD-WV",0.9009,"Urban",735.144827
"2077","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19124","Dallas-Plano-Irving, TX",1.0747,"Urban",829.349641
"2078","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19140","Dalton, GA",0.9699,"Urban",772.544897
"2079","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19140","Danville, IL",0.9884,"Urban",782.572452
"2080","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19180","Danville, VA",0.9014,"Urban",735.415842
"2081","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19340","Davenport-Moline-Rock Island, IA-IL",0.9436,"Urban",758.289508
"2082","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19380","Dayton, OH",0.964,"Urban",769.34692
"2083","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19460","Decatur, AL",0.8703,"Urban",718.558709
"2084","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19500","Decatur, IL",0.8717,"Urban",719.317551
"2085","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19660","Deltona-Daytona Beach-Ormond Beach, FL",0.9881,"Urban",782.409843
"2086","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19740","Denver-Aurora, CO",1.1659,"Urban",878.782777
"2087","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19780","Des Moines-West Des Moines,IA",0.9828,"Urban",779.537084
"2088","2008","Continuous Home Care",788.86,542.03,246.83,NA,"19804","1Detroit-Livonia-Dearborn, MI",1.0966,"Urban",841.220098
"2089","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29540","Lancaster, PA",1.0228,"Urban",801.218284
"2090","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29620","Lansing-East Lansing, MI",1.0761,"Urban",830.108483
"2091","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29700","Laredo, TX",0.8332,"Urban",698.449396
"2092","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29740","Las Cruces, NM",0.9891,"Urban",782.951873
"2093","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29820","Las Vegas-Paradise, NV",1.2192,"Urban",907.672976
"2094","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29940","Charleston-North Charleston, SC",0.8923,"Urban",730.483369
"2095","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30020","Lawton, OK",0.8603,"Urban",713.138409
"2096","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30140","Lebanon, PA",0.9258,"Urban",748.641374
"2097","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29140","Lafayette, IN",0.9526,"Urban",763.167778
"2098","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29180","Lafayette, LA",0.8842,"Urban",726.092926
"2099","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29340","Lake Charles, LA",0.8442,"Urban",704.411726
"2100","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29404","Lake County-Kenosha County, IL-WI",1.1275,"Urban",857.968825
"2101","2008","Continuous Home Care",788.86,542.03,246.83,NA,"29460","Lakeland, FL",0.9471,"Urban",760.186613
"2102","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30780","Little Rock-North Little Rock, AR",0.9483,"Urban",760.837049
"2103","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30860","Logan, UT-ID",0.9624,"Urban",768.479672
"2104","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30460","Lexington-Fayette, KY",0.9793,"Urban",777.639979
"2105","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30620","Lima, OH",0.9645,"Urban",769.617935
"2106","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30300","Lewiston, ID-WA",1.051,"Urban",816.50353
"2107","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30340","Lewiston-Auburn, ME",0.9734,"Urban",774.442002
"2108","2008","Continuous Home Care",788.86,542.03,246.83,NA,"30700","Lincoln, NE",1.0765,"Urban",830.325295
"2109","2008","Routine Home Care",135.29,92.96,42.33,NA,"49340","Worcester, MA",1.1437,"Urban",148.648352
"2110","2008","Routine Home Care",135.29,92.96,42.33,NA,"49660","Youngstown-Warren-Boardman, OH-PA",0.9389,"Urban",129.610144
"2111","2008","Routine Home Care",135.29,92.96,42.33,NA,"49700","Yuba City, CA",1.1445,"Urban",148.72272
"2112","2008","Routine Home Care",135.29,92.96,42.33,NA,"49420","Yakima, WA",1.0504,"Urban",139.975184
"2113","2008","Routine Home Care",135.29,92.96,42.33,NA,"49620","York-Hanover, PA",1.0024,"Urban",135.513104
"2114","2008","Routine Home Care",135.29,92.96,42.33,NA,"49020","Winchester, VA-WV",1.0764,"Urban",142.392144
"2115","2008","Routine Home Care",135.29,92.96,42.33,NA,"49180","Winston-Salem, NC",0.9894,"Urban",134.304624
"2116","2008","Routine Home Care",135.29,92.96,42.33,NA,"12060","Atlanta-Sandy Springs-Marietta, GA",1.0413,"Urban",139.129248
"2117","2008","Routine Home Care",135.29,92.96,42.33,NA,"48900","Wilmington, NC",1.0491,"Urban",139.854336
"2118","2008","Routine Home Care",135.29,92.96,42.33,NA,"12220","Auburun-Opelika, AL",0.8636,"Urban",122.610256
"2119","2008","Routine Home Care",135.29,92.96,42.33,NA,"12260","Augusta-Richmond County, GA-SC",1.0312,"Urban",138.190352
"2120","2008","Routine Home Care",135.29,92.96,42.33,NA,"12420","Austin-Round Rock, TX",0.9967,"Urban",134.983232
"2121","2008","Routine Home Care",135.29,92.96,42.33,NA,"12100","Atlantic City, NJ",1.262,"Urban",159.64552
"2122","2008","Routine Home Care",135.29,92.96,42.33,NA,"48620","Wichita, KS",0.9667,"Urban",132.194432
"2123","2008","Routine Home Care",135.29,92.96,42.33,NA,"48660","Wichita Falls, TX",0.8865,"Urban",124.73904
"2124","2008","Routine Home Care",135.29,92.96,42.33,NA,"48700","Williamsport, PA",0.8682,"Urban",123.037872
"2125","2008","Routine Home Care",135.29,92.96,42.33,NA,"49740","Yuma, AZ",0.9716,"Urban",132.649936
"2126","2008","Routine Home Care",135.29,92.96,42.33,NA,"11540","Appleton, WI",1.0085,"Urban",136.08016
"2127","2008","Routine Home Care",135.29,92.96,42.33,NA,"11700","Asheville, NC",0.983,"Urban",133.70968
"2128","2008","Routine Home Care",135.29,92.96,42.33,NA,"12020","Athens-Clarke County, GA",1.0513,"Urban",140.058848
"2129","2008","Routine Home Care",135.29,92.96,42.33,NA,"47580","Warner Robins, GA",0.8939,"Urban",125.426944
"2130","2008","Routine Home Care",135.29,92.96,42.33,NA,"47644","Warren-Troy-Farmington Hills, MI",1.0724,"Urban",142.020304
"2131","2008","Routine Home Care",135.29,92.96,42.33,NA,"47894","Washington-Arlington-Alexandria, DC-VA-MD-WV",1.1791,"Urban",151.939136
"2132","2008","Routine Home Care",135.29,92.96,42.33,NA,"47940","Waterloo-Cedar Falls, IA",0.8969,"Urban",125.705824
"2133","2008","Routine Home Care",135.29,92.96,42.33,NA,"48140","Wausau, WI",1.037,"Urban",138.72952
"2134","2008","Routine Home Care",135.29,92.96,42.33,NA,"48260","Weirton-Steubenville, WV-OH",0.8601,"Urban",122.284896
"2135","2008","Routine Home Care",135.29,92.96,42.33,NA,"48300","Wenatchee, WA",1.1036,"Urban",144.920656
"2136","2008","Routine Home Care",135.29,92.96,42.33,NA,"48424","West Palm Beach-Boca Raton-Boynton Beach, FL",1.0292,"Urban",138.004432
"2137","2008","Routine Home Care",135.29,92.96,42.33,NA,"48540","Wheeling, WV-OH",0.8,"Urban",116.698
"2138","2008","Routine Home Care",135.29,92.96,42.33,NA,"10180","Abilene, TX",0.8533,"Urban",121.652768
"2139","2008","Routine Home Care",135.29,92.96,42.33,NA,"48864","Wilmington, DE-MD-NJ",1.1396,"Urban",148.267216
"2140","2008","Routine Home Care",135.29,92.96,42.33,NA,"10500","Albany, GA",0.959,"Urban",131.47864
"2141","2008","Routine Home Care",135.29,92.96,42.33,NA,"10580","Albany-Schenectady-Troy, NY",0.9301,"Urban",128.792096
"2142","2008","Routine Home Care",135.29,92.96,42.33,NA,"10740","Albuquerque, NM",1.0089,"Urban",136.117344
"2143","2008","Routine Home Care",135.29,92.96,42.33,NA,"10780","Alexandria, LA",0.854,"Urban",121.71784
"2144","2008","Routine Home Care",135.29,92.96,42.33,NA,"10900","Allentown-Bethlehem-Easton, PA-NJ",1.061,"Urban",140.96056
"2145","2008","Routine Home Care",135.29,92.96,42.33,NA,"11020","Altoona, PA",0.94,"Urban",129.7124
"2146","2008","Routine Home Care",135.29,92.96,42.33,NA,"11100","Amarillo, TX",0.978,"Urban",133.24488
"2147","2008","Routine Home Care",135.29,92.96,42.33,NA,"11180","Ames, IA",1.0411,"Urban",139.110656
"2148","2008","Routine Home Care",135.29,92.96,42.33,NA,"11260","Anchorage, AK",1.2825,"Urban",161.5512
"2149","2008","Routine Home Care",135.29,92.96,42.33,NA,"11300","Anderson, IN",0.926,"Urban",128.41096
"2150","2008","Routine Home Care",135.29,92.96,42.33,NA,"11340","Anderson, SC",0.9618,"Urban",131.738928
"2151","2008","Routine Home Care",135.29,92.96,42.33,NA,"11460","1Ann Arbor, MI",1.1548,"Urban",149.680208
"2152","2008","Routine Home Care",135.29,92.96,42.33,NA,"11500","Anniston-Oxford, AL",0.8288,"Urban",119.375248
"2153","2008","Routine Home Care",135.29,92.96,42.33,NA,"45460","Terre Haute, IN",0.9349,"Urban",129.238304
"2154","2008","Routine Home Care",135.29,92.96,42.33,NA,"45500","Texarkana, TX-Texarkana, AR",0.8644,"Urban",122.684624
"2155","2008","Routine Home Care",135.29,92.96,42.33,NA,"45780","Toledo, OH",1.0255,"Urban",137.66048
"2156","2008","Routine Home Care",135.29,92.96,42.33,NA,"45820","Topeka, KS",0.9312,"Urban",128.894352
"2157","2008","Routine Home Care",135.29,92.96,42.33,NA,"45940","Trenton-Ewing, NJ",1.1557,"Urban",149.763872
"2158","2008","Routine Home Care",135.29,92.96,42.33,NA,"46060","Tucson, AZ",0.9816,"Urban",133.579536
"2159","2008","Routine Home Care",135.29,92.96,42.33,NA,"46140","Tulsa, OK",0.8643,"Urban",122.675328
"2160","2008","Routine Home Care",135.29,92.96,42.33,NA,"46220","Tuscaloosa, AL",0.9112,"Urban",127.035152
"2161","2008","Routine Home Care",135.29,92.96,42.33,NA,"12540","Bakersfield, CA",1.144,"Urban",148.67624
"2162","2008","Routine Home Care",135.29,92.96,42.33,NA,"12580","Baltimore-Towson, MD",1.0761,"Urban",142.364256
"2163","2008","Routine Home Care",135.29,92.96,42.33,NA,"12620","Bangor, ME",1.0358,"Urban",138.617968
"2164","2008","Routine Home Care",135.29,92.96,42.33,NA,"12700","Barnstable Town, MA",1.3375,"Urban",166.664
"2165","2008","Routine Home Care",135.29,92.96,42.33,NA,"12940","Baton Rouge, LA",0.8623,"Urban",122.489408
"2166","2008","Routine Home Care",135.29,92.96,42.33,NA,"12980","Battle Creek, MI",1.0413,"Urban",139.129248
"2167","2008","Routine Home Care",135.29,92.96,42.33,NA,"13020","1Bay City, MI",0.9868,"Urban",134.062928
"2168","2008","Routine Home Care",135.29,92.96,42.33,NA,"13140","Beaumont-Port Arthur, TX",0.9168,"Urban",127.555728
"2169","2008","Routine Home Care",135.29,92.96,42.33,NA,"13380","Bellingham, WA",1.1844,"Urban",152.431824
"2170","2008","Routine Home Care",135.29,92.96,42.33,NA,"13460","Bend, OR",1.1459,"Urban",148.852864
"2171","2008","Routine Home Care",135.29,92.96,42.33,NA,"13644","Bethesda-Gaithersburg-Frederick, MD",1.163,"Urban",150.44248
"2172","2008","Routine Home Care",135.29,92.96,42.33,NA,"13740","Billings, MT",0.9293,"Urban",128.717728
"2173","2008","Routine Home Care",135.29,92.96,42.33,NA,"13780","Binghamton, NY",0.9372,"Urban",129.452112
"2174","2008","Routine Home Care",135.29,92.96,42.33,NA,"13820","Birmingham-Hoover, AL",0.9487,"Urban",130.521152
"2175","2008","Routine Home Care",135.29,92.96,42.33,NA,"13900","Bismark, ND",0.8,"Urban",116.698
"2176","2008","Routine Home Care",135.29,92.96,42.33,NA,"13980","Blacksburg-Christiansburg-Radford, VA",0.8761,"Urban",123.772256
"2177","2008","Routine Home Care",135.29,92.96,42.33,NA,"14020","Bloomington, IN",0.9102,"Urban",126.942192
"2178","2008","Routine Home Care",135.29,92.96,42.33,NA,"14060","Bloomington-Norma, IL",0.954,"Urban",131.01384
"2179","2008","Routine Home Care",135.29,92.96,42.33,NA,"10420","Akron, OH",0.9231,"Urban",128.141376
"2180","2008","Routine Home Care",135.29,92.96,42.33,NA,"22744","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",1.0809,"Urban",142.810464
"2181","2008","Routine Home Care",135.29,92.96,42.33,NA,"22900","Fort Smith, AR-OK",0.8246,"Urban",118.984816
"2182","2008","Routine Home Care",135.29,92.96,42.33,NA,"23020","Fort Walton Beach-Crestview-Destin, FL",0.9219,"Urban",128.029824
"2183","2008","Routine Home Care",135.29,92.96,42.33,NA,"23060","Fort Wayne, IN",1.0152,"Urban",136.702992
"2184","2008","Routine Home Care",135.29,92.96,42.33,NA,"23104","Fort Worth-Arlington, TX",1.0207,"Urban",137.214272
"2185","2008","Routine Home Care",135.29,92.96,42.33,NA,"23420","Fresno, CA",1.1673,"Urban",150.842208
"2186","2008","Routine Home Care",135.29,92.96,42.33,NA,"23460","Gadsden, AL",0.8604,"Urban",122.312784
"2187","2008","Routine Home Care",135.29,92.96,42.33,NA,"23540","Gainesville, FL",0.9896,"Urban",134.323216
"2188","2008","Routine Home Care",135.29,92.96,42.33,NA,"23580","Gainesville, GA",0.9555,"Urban",131.15328
"2189","2008","Routine Home Care",135.29,92.96,42.33,NA,"23844","Gary, IN",0.9956,"Urban",134.880976
"2190","2008","Routine Home Care",135.29,92.96,42.33,NA,"24020","Glens Falls, NY",0.8879,"Urban",124.869184
"2191","2008","Routine Home Care",135.29,92.96,42.33,NA,"24140","Goldsboro, NC",0.9782,"Urban",133.263472
"2192","2008","Routine Home Care",135.29,92.96,42.33,NA,"24220","Grand Forks, ND-MN",0.8479,"Urban",121.150784
"2193","2008","Routine Home Care",135.29,92.96,42.33,NA,"24300","Grand Junction, CO",1.0313,"Urban",138.199648
"2194","2008","Routine Home Care",135.29,92.96,42.33,NA,"24340","Grand Rapids-Wyoming, MI",1.0085,"Urban",136.08016
"2195","2008","Routine Home Care",135.29,92.96,42.33,NA,"24500","Great Falls, MT",0.9171,"Urban",127.583616
"2196","2008","Routine Home Care",135.29,92.96,42.33,NA,"24540","Greeley, CO",1.0242,"Urban",137.539632
"2197","2008","Routine Home Care",135.29,92.96,42.33,NA,"24580","Green Bay, WI",1.044,"Urban",139.38024
"2198","2008","Routine Home Care",135.29,92.96,42.33,NA,"24860","Greensboro-High Point, NC",0.9457,"Urban",130.242272
"2199","2008","Routine Home Care",135.29,92.96,42.33,NA,"24780","Greenville, NC",1.0061,"Urban",135.857056
"2200","2008","Routine Home Care",135.29,92.96,42.33,NA,"24860","Greenville, SC",1.0458,"Urban",139.547568
"2201","2008","Routine Home Care",135.29,92.96,42.33,NA,"46340","Tyler, TX",0.9398,"Urban",129.693808
"2202","2008","Routine Home Care",135.29,92.96,42.33,NA,"46540","Utica-Rome, NY",0.8956,"Urban",125.584976
"2203","2008","Routine Home Care",135.29,92.96,42.33,NA,"46660","Valdosta, GA",0.8927,"Urban",125.315392
"2204","2008","Routine Home Care",135.29,92.96,42.33,NA,"46700","Vallejo-Fairfield, CA",1.6146,"Urban",192.423216
"2205","2008","Routine Home Care",135.29,92.96,42.33,NA,"47020","Victoria, TX",0.9131,"Urban",127.211776
"2206","2008","Routine Home Care",135.29,92.96,42.33,NA,"47220","Vineland-Millville-Bridgeton, NJ",1.0488,"Urban",139.826448
"2207","2008","Routine Home Care",135.29,92.96,42.33,NA,"47260","Virginia Beach-Norfolk-Newport News, VA",0.9376,"Urban",129.489296
"2208","2008","Routine Home Care",135.29,92.96,42.33,NA,"47300","Visalia-Porterville, CA",1.0633,"Urban",141.174368
"2209","2008","Routine Home Care",135.29,92.96,42.33,NA,"47380","Waco, TX",0.92,"Urban",127.8532
"2210","2008","Routine Home Care",135.29,92.96,42.33,NA,"22020","1Fargo, ND-MN",0.88,"Urban",124.1348
"2211","2008","Routine Home Care",135.29,92.96,42.33,NA,"22140","Farmington, NM",0.9162,"Urban",127.499952
"2212","2008","Routine Home Care",135.29,92.96,42.33,NA,"22180","Fayetteville, NC",0.9541,"Urban",131.023136
"2213","2008","Routine Home Care",135.29,92.96,42.33,NA,"22220","Fayetteville-Springdale-Rogers, AR-MO",0.9456,"Urban",130.232976
"2214","2008","Routine Home Care",135.29,92.96,42.33,NA,"22380","Flagstaff, AZ",1.2374,"Urban",157.358704
"2215","2008","Routine Home Care",135.29,92.96,42.33,NA,"22420","Flint, MI",1.17,"Urban",151.0932
"2216","2008","Routine Home Care",135.29,92.96,42.33,NA,"22500","Florence, SC",0.8947,"Urban",125.501312
"2217","2008","Routine Home Care",135.29,92.96,42.33,NA,"22520","Florence-Muscle Shoals, AL",0.8366,"Urban",120.100336
"2218","2008","Routine Home Care",135.29,92.96,42.33,NA,"22540","Fond du Lac, WI",1.0734,"Urban",142.113264
"2219","2008","Routine Home Care",135.29,92.96,42.33,NA,"22660","Fort Collins-Loveland, CO",1.018,"Urban",136.96328
"2220","2008","Routine Home Care",135.29,92.96,42.33,NA,"14260","Boise City-Nampa, ID",1.0028,"Urban",135.550288
"2221","2008","Routine Home Care",135.29,92.96,42.33,NA,"14484","Boston-Quincy, MA",1.2458,"Urban",158.139568
"2222","2008","Routine Home Care",135.29,92.96,42.33,NA,"14500","Boulder, CO",1.104,"Urban",144.95784
"2223","2008","Routine Home Care",135.29,92.96,42.33,NA,"14540","Bowling Green, KY",0.8691,"Urban",123.121536
